Plot,Sample #,Year,Genotype,Replicate,Derivation,Barcode,Date,RNAlater,Time,Temp. in C,Additional Notes:,info about qPCR at ARQ
159,936,2016,Mo354,D,2015_159self,159_D_936,6/21/16,No,1:00-1:30PM,29-31 C,,
162,937,2016,Mo355,A,2015_162self,162_A_937,6/11/16,No,1:00-3:00 PM,30-34 C,,
162,938,2016,Mo355,B,2015_162self,162_B_938,6/11/16,No,1:00-3:00 PM,30-34 C,,
162,939,2016,Mo355,C,2015_162self,162_C_939,6/11/16,No,1:00-3:00 PM,30-34 C,,
162,940,2016,Mo355,D,2015_162self,162_D_940,6/11/16,No,1:00-3:00 PM,30-34 C,,
162,941,2016,Mo355,A,2015_162self,162_A_941,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
162,942,2016,Mo355,B,2015_162self,162_B_942,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
162,943,2016,Mo355,C,2015_162self,162_C_943,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
162,944,2016,Mo355,D,2015_162self,162_D_944,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
162,945,2016,Mo355,A,2015_162self,162_A_945,6/21/16,No,1:00-1:30PM,29-31 C,,
162,946,2016,Mo355,B,2015_162self,162_B_946,6/21/16,No,1:00-1:30PM,29-31 C,,
162,947,2016,Mo355,C,2015_162self,162_C_947,6/21/16,No,1:00-1:30PM,29-31 C,,
162,948,2016,Mo355,D,2015_162self,162_D_948,6/21/16,No,1:00-1:30PM,29-31 C,,
163,949,2016,Mo357,A,2015_163self,163_A_949,6/11/16,No,1:00-3:00 PM,30-34 C,,
163,950,2016,Mo357,B,2015_163self,163_B_950,6/11/16,No,1:00-3:00 PM,30-34 C,,
163,951,2016,Mo357,C,2015_163self,163_C_951,6/11/16,No,1:00-3:00 PM,30-34 C,,
163,952,2016,Mo357,D,2015_163self,163_D_952,6/11/16,No,1:00-3:00 PM,30-34 C,,
163,953,2016,Mo357,A,2015_163self,163_A_953,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
163,954,2016,Mo357,B,2015_163self,163_B_954,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
163,955,2016,Mo357,C,2015_163self,163_C_955,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
163,956,2016,Mo357,D,2015_163self,163_D_956,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate1,
163,957,2016,Mo357,A,2015_163self,163_A_957,6/21/16,No,1:00-1:30PM,29-31 C,,
163,958,2016,Mo357,B,2015_163self,163_B_958,6/21/16,No,1:00-1:30PM,29-31 C,,
163,959,2016,Mo357,C,2015_163self,163_C_959,6/21/16,No,1:00-1:30PM,29-31 C,,
163,960,2016,Mo357,D,2015_163self,163_D_960,6/21/16,No,1:00-1:30PM,29-31 C,,
166,961,2016,Mo360,A,2015_166self,166_A_961,6/11/16,No,1:00-3:00 PM,30-34 C,,
166,962,2016,Mo360,B,2015_166self,166_B_962,6/11/16,No,1:00-3:00 PM,30-34 C,,
166,963,2016,Mo360,C,2015_166self,166_C_963,6/11/16,No,1:00-3:00 PM,30-34 C,,
166,964,2016,Mo360,D,2015_166self,166_D_964,6/11/16,No,1:00-3:00 PM,30-34 C,,
166,965,2016,Mo360,A,2015_166self,166_A_965,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
166,966,2016,Mo360,B,2015_166self,166_B_966,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
166,967,2016,Mo360,C,2015_166self,166_C_967,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
166,968,2016,Mo360,D,2015_166self,166_D_968,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
166,969,2016,Mo360,A,2015_166self,166_A_969,6/21/16,No,1:00-1:30PM,29-31 C,,
166,970,2016,Mo360,B,2015_166self,166_B_970,6/21/16,No,1:00-1:30PM,29-31 C,,
166,971,2016,Mo360,C,2015_166self,166_C_971,6/21/16,No,1:00-1:30PM,29-31 C,,
166,972,2016,Mo360,D,2015_166self,166_D_972,6/21/16,No,1:00-1:30PM,29-31 C,,
167,973,2016,Mo364,A,2015_167self,167_A_973,6/11/16,No,1:00-3:00 PM,30-34 C,,
167,974,2016,Mo364,B,2015_167self,167_B_974,6/11/16,No,1:00-3:00 PM,30-34 C,,
167,975,2016,Mo364,C,2015_167self,167_C_975,6/11/16,No,1:00-3:00 PM,30-34 C,,
167,976,2016,Mo364,D,2015_167self,167_D_976,6/11/16,No,1:00-3:00 PM,30-34 C,,
167,977,2016,Mo364,A,2015_167self,167_A_977,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
167,978,2016,Mo364,B,2015_167self,167_B_978,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
167,979,2016,Mo364,C,2015_167self,167_C_979,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
167,980,2016,Mo364,D,2015_167self,167_D_980,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
167,981,2016,Mo364,A,2015_167self,167_A_981,6/21/16,No,1:00-1:30PM,29-31 C,,
167,982,2016,Mo364,B,2015_167self,167_B_982,6/21/16,No,1:00-1:30PM,29-31 C,,
167,983,2016,Mo364,C,2015_167self,167_C_983,6/21/16,No,1:00-1:30PM,29-31 C,,
167,984,2016,Mo364,D,2015_167self,167_D_984,6/21/16,No,1:00-1:30PM,29-31 C,,
170,985,2016,Mo365,A,2015_170self,170_A_985,6/11/16,No,1:00-3:00 PM,30-34 C,,
170,986,2016,Mo365,B,2015_170self,170_B_986,6/11/16,No,1:00-3:00 PM,30-34 C,,
170,987,2016,Mo365,C,2015_170self,170_C_987,6/11/16,No,1:00-3:00 PM,30-34 C,,
170,988,2016,Mo365,D,2015_170self,170_D_988,6/11/16,No,1:00-3:00 PM,30-34 C,,
170,989,2016,Mo365,A,2015_170self,170_A_989,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
170,990,2016,Mo365,B,2015_170self,170_B_990,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
170,991,2016,Mo365,C,2015_170self,170_C_991,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
170,992,2016,Mo365,D,2015_170self,170_D_992,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
170,993,2016,Mo365,A,2015_170self,170_A_993,6/21/16,No,1:00-1:30PM,29-31 C,,
170,994,2016,Mo365,B,2015_170self,170_B_994,6/21/16,No,1:00-1:30PM,29-31 C,,
170,995,2016,Mo365,C,2015_170self,170_C_995,6/21/16,No,1:00-1:30PM,29-31 C,,
170,996,2016,Mo365,D,2015_170self,170_D_996,6/21/16,No,1:00-1:30PM,29-31 C,,
171,997,2016,Mo368,A,2015_171self,171_A_997,6/11/16,No,1:00-3:00 PM,30-34 C,,
171,998,2016,Mo368,B,2015_171self,171_B_998,6/11/16,No,1:00-3:00 PM,30-34 C,,
171,999,2016,Mo368,C,2015_171self,171_C_999,6/11/16,No,1:00-3:00 PM,30-34 C,,
171,1000,2016,Mo368,D,2015_171self,171_D_1000,6/11/16,No,1:00-3:00 PM,30-34 C,,
171,1001,2016,Mo368,A,2015_171self,171_A_1001,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
171,1002,2016,Mo368,B,2015_171self,171_B_1002,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
171,1003,2016,Mo368,C,2015_171self,171_C_1003,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
171,1004,2016,Mo368,D,2015_171self,171_D_1004,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
171,1005,2016,Mo368,A,2015_171self,171_A_1005,6/21/16,No,1:00-1:30PM,29-31 C,,
171,1006,2016,Mo368,B,2015_171self,171_B_1006,6/21/16,No,1:00-1:30PM,29-31 C,,
171,1007,2016,Mo368,C,2015_171self,171_C_1007,6/21/16,No,1:00-1:30PM,29-31 C,,
171,1008,2016,Mo368,D,2015_171self,171_D_1008,6/21/16,No,1:00-1:30PM,29-31 C,,
174,1009,2016,Mo369,A,2014_86,174_A_1009,6/11/16,No,1:00-3:00 PM,30-34 C,,
174,1010,2016,Mo369,B,2014_86,174_B_1010,6/11/16,No,1:00-3:00 PM,30-34 C,,
174,1011,2016,Mo369,C,2014_86,174_C_1011,6/11/16,No,1:00-3:00 PM,30-34 C,,
174,1012,2016,Mo369,D,2014_86,174_D_1012,6/11/16,No,1:00-3:00 PM,30-34 C,,
174,1013,2016,Mo369,A,2014_86,174_A_1013,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
174,1014,2016,Mo369,B,2014_86,174_B_1014,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
174,1015,2016,Mo369,C,2014_86,174_C_1015,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
174,1016,2016,Mo369,D,2014_86,174_D_1016,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
174,1017,2016,Mo369,A,2014_86,174_A_1017,6/21/16,No,1:00-1:30PM,29-31 C,,
174,1018,2016,Mo369,B,2014_86,174_B_1018,6/21/16,No,1:00-1:30PM,29-31 C,,
174,1019,2016,Mo369,C,2014_86,174_C_1019,6/21/16,No,1:00-1:30PM,29-31 C,,
174,1020,2016,Mo369,D,2014_86,174_D_1020,6/21/16,No,1:00-1:30PM,29-31 C,,
175,1021,2016,Mo378,A,2015_175self,175_A_1021,6/11/16,No,1:00-3:00 PM,30-34 C,,
175,1022,2016,Mo378,B,2015_175self,175_B_1022,6/11/16,No,1:00-3:00 PM,30-34 C,,
175,1023,2016,Mo378,C,2015_175self,175_C_1023,6/11/16,No,1:00-3:00 PM,30-34 C,,
175,1024,2016,Mo378,D,2015_175self,175_D_1024,6/11/16,No,1:00-3:00 PM,30-34 C,,
175,1025,2016,Mo378,A,2015_175self,175_A_1025,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
175,1026,2016,Mo378,B,2015_175self,175_B_1026,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
175,1027,2016,Mo378,C,2015_175self,175_C_1027,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
175,1028,2016,Mo378,D,2015_175self,175_D_1028,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
175,1029,2016,Mo378,A,2015_175self,175_A_1029,6/21/16,No,1:00-1:30PM,29-31 C,,
175,1030,2016,Mo378,B,2015_175self,175_B_1030,6/21/16,No,1:00-1:30PM,29-31 C,,
175,1031,2016,Mo378,C,2015_175self,175_C_1031,6/21/16,No,1:00-1:30PM,29-31 C,,
175,1032,2016,Mo378,D,2015_175self,175_D_1032,6/21/16,No,1:00-1:30PM,29-31 C,,
178,1033,2016,Mo379,A,2015_178self,178_A_1033,6/11/16,No,1:00-3:00 PM,30-34 C,,
178,1034,2016,Mo379,B,2015_178self,178_B_1034,6/11/16,No,1:00-3:00 PM,30-34 C,,
178,1035,2016,Mo379,C,2015_178self,178_C_1035,6/11/16,No,1:00-3:00 PM,30-34 C,,
178,1036,2016,Mo379,D,2015_178self,178_D_1036,6/11/16,No,1:00-3:00 PM,30-34 C,,
178,1037,2016,Mo379,A,2015_178self,178_A_1037,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
178,1038,2016,Mo379,B,2015_178self,178_B_1038,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
178,1039,2016,Mo379,C,2015_178self,178_C_1039,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
178,1040,2016,Mo379,D,2015_178self,178_D_1040,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
178,1041,2016,Mo379,A,2015_178self,178_A_1041,6/21/16,No,1:00-1:30PM,29-31 C,,
178,1042,2016,Mo379,B,2015_178self,178_B_1042,6/21/16,No,1:00-1:30PM,29-31 C,,
178,1043,2016,Mo379,C,2015_178self,178_C_1043,6/21/16,No,1:00-1:30PM,29-31 C,,
178,1044,2016,Mo379,D,2015_178self,178_D_1044,6/21/16,No,1:00-1:30PM,29-31 C,,
179,1045,2016,Mo382,A,2015_179self,179_A_1045,6/11/16,No,1:00-3:00 PM,30-34 C,,
179,1046,2016,Mo382,B,2015_179self,179_B_1046,6/11/16,No,1:00-3:00 PM,30-34 C,,
179,1047,2016,Mo382,C,2015_179self,179_C_1047,6/11/16,No,1:00-3:00 PM,30-34 C,,
179,1048,2016,Mo382,D,2015_179self,179_D_1048,6/11/16,No,1:00-3:00 PM,30-34 C,,
179,1049,2016,Mo382,A,2015_179self,179_A_1049,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
179,1050,2016,Mo382,B,2015_179self,179_B_1050,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
179,1051,2016,Mo382,C,2015_179self,179_C_1051,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
179,1052,2016,Mo382,D,2015_179self,179_D_1052,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
179,1053,2016,Mo382,A,2015_179self,179_A_1053,6/21/16,No,1:00-1:30PM,29-31 C,,
179,1054,2016,Mo382,B,2015_179self,179_B_1054,6/21/16,No,1:00-1:30PM,29-31 C,,
179,1055,2016,Mo382,C,2015_179self,179_C_1055,6/21/16,No,1:00-1:30PM,29-31 C,,
179,1056,2016,Mo382,D,2015_179self,179_D_1056,6/21/16,No,1:00-1:30PM,29-31 C,,
182,1057,2016,Mo383,A,2015_182self,182_A_1057,6/11/16,No,1:00-3:00 PM,30-34 C,,
182,1058,2016,Mo383,B,2015_182self,182_B_1058,6/11/16,No,1:00-3:00 PM,30-34 C,,
182,1059,2016,Mo383,C,2015_182self,182_C_1059,6/11/16,No,1:00-3:00 PM,30-34 C,,
182,1060,2016,Mo383,D,2015_182self,182_D_1060,6/11/16,No,1:00-3:00 PM,30-34 C,,
182,1061,2016,Mo383,A,2015_182self,182_A_1061,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
182,1062,2016,Mo383,B,2015_182self,182_B_1062,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
182,1063,2016,Mo383,C,2015_182self,182_C_1063,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
182,1064,2016,Mo383,D,2015_182self,182_D_1064,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
182,1065,2016,Mo383,A,2015_182self,182_A_1065,6/21/16,No,1:00-1:30PM,29-31 C,,
182,1066,2016,Mo383,B,2015_182self,182_B_1066,6/21/16,No,1:00-1:30PM,29-31 C,,
182,1067,2016,Mo383,C,2015_182self,182_C_1067,6/21/16,No,1:00-1:30PM,29-31 C,,
182,1068,2016,Mo383,D,2015_182self,182_D_1068,6/21/16,No,1:00-1:30PM,29-31 C,,
183,1069,2016,Mo384,A,2015_183self,183_A_1069,6/11/16,No,1:00-3:00 PM,30-34 C,,
183,1070,2016,Mo384,B,2015_183self,183_B_1070,6/11/16,No,1:00-3:00 PM,30-34 C,,
183,1071,2016,Mo384,C,2015_183self,183_C_1071,6/11/16,No,1:00-3:00 PM,30-34 C,,
183,1072,2016,Mo384,D,2015_183self,183_D_1072,6/11/16,No,1:00-3:00 PM,30-34 C,,
183,1073,2016,Mo384,A,2015_183self,183_A_1073,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
183,1074,2016,Mo384,B,2015_183self,183_B_1074,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
183,1075,2016,Mo384,C,2015_183self,183_C_1075,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
183,1076,2016,Mo384,D,2015_183self,183_D_1076,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
183,1077,2016,Mo384,A,2015_183self,183_A_1077,6/21/16,No,1:00-1:30PM,29-31 C,,
183,1078,2016,Mo384,B,2015_183self,183_B_1078,6/21/16,No,1:00-1:30PM,29-31 C,,
183,1079,2016,Mo384,C,2015_183self,183_C_1079,6/21/16,No,1:00-1:30PM,29-31 C,,
183,1080,2016,Mo384,D,2015_183self,183_D_1080,6/21/16,No,1:00-1:30PM,29-31 C,,
186,1081,2016,IBMB73,A,2015_186self,186_A_1081,6/11/16,No,1:00-3:00 PM,30-34 C,,
186,1082,2016,IBMB73,B,2015_186self,186_B_1082,6/11/16,No,1:00-3:00 PM,30-34 C,,
186,1083,2016,IBMB73,C,2015_186self,186_C_1083,6/11/16,No,1:00-3:00 PM,30-34 C,,
186,1084,2016,IBMB73,D,2015_186self,186_D_1084,6/11/16,No,1:00-3:00 PM,30-34 C,,
186,1085,2016,IBMB73,A,2015_186self,186_A_1085,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
186,1086,2016,IBMB73,B,2015_186self,186_B_1086,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
186,1087,2016,IBMB73,C,2015_186self,186_C_1087,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
186,1088,2016,IBMB73,D,2015_186self,186_D_1088,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
186,1089,2016,IBMB73,A,2015_186self,186_A_1089,6/21/16,No,1:00-1:30PM,29-31 C,,
186,1090,2016,IBMB73,B,2015_186self,186_B_1090,6/21/16,No,1:00-1:30PM,29-31 C,,
186,1091,2016,IBMB73,C,2015_186self,186_C_1091,6/21/16,No,1:00-1:30PM,29-31 C,,
186,1092,2016,IBMB73,D,2015_186self,186_D_1092,6/21/16,No,1:00-1:30PM,29-31 C,,
187,,2016,Mo17,A,O390,187_A_,N/A,N/A,N/A,N/A,No plants,
187,,2016,Mo17,B,O390,187_B_,N/A,N/A,N/A,N/A,No plants,
187,,2016,Mo17,C,O390,187_C_,N/A,N/A,N/A,N/A,No plants,
187,,2016,Mo17,D,O390,187_D_,N/A,N/A,N/A,N/A,No plants,
187,,2016,Mo17,A,O390,187_A_,N/A,N/A,N/A,N/A,No plants,
187,,2016,Mo17,B,O390,187_B_,N/A,N/A,N/A,N/A,No plants,
187,,2016,Mo17,C,O390,187_C_,N/A,N/A,N/A,N/A,No plants,
187,,2016,Mo17,D,O390,187_D_,N/A,N/A,N/A,N/A,No plants,
187,,2016,Mo17,A,O390,187_A_,N/A,N/A,N/A,N/A,No plants,
187,,2016,Mo17,B,O390,187_B_,N/A,N/A,N/A,N/A,No plants,
187,,2016,Mo17,C,O390,187_C_,N/A,N/A,N/A,N/A,No plants,
187,,2016,Mo17,D,O390,187_D_,N/A,N/A,N/A,N/A,No plants,
188,1193,2016,PH207,A,2015_223,188_A_1193,6/11/16,No,1:00-3:00 PM,30-34 C,,
188,1194,2016,PH207,B,2015_223,188_B_1194,6/11/16,No,1:00-3:00 PM,30-34 C,,
188,1195,2016,PH207,C,2015_223,188_C_1195,6/11/16,No,1:00-3:00 PM,30-34 C,,
188,1196,2016,PH207,D,2015_223,188_D_1196,6/11/16,No,1:00-3:00 PM,30-34 C,,
188,1197,2016,PH207,A,2015_223,188_A_1197,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
188,1198,2016,PH207,B,2015_223,188_B_1198,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
188,1199,2016,PH207,C,2015_223,188_C_1199,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
188,1200,2016,PH207,D,2015_223,188_D_1200,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
188,1201,2016,PH207,A,2015_223,188_A_1201,6/21/16,No,1:00-1:30PM,29-31 C,,
188,1202,2016,PH207,B,2015_223,188_B_1202,6/21/16,No,1:00-1:30PM,29-31 C,,
188,1203,2016,PH207,C,2015_223,188_C_1203,6/21/16,No,1:00-1:30PM,29-31 C,,
188,1204,2016,PH207,D,2015_223,188_D_1204,6/21/16,No,1:00-1:30PM,29-31 C,,
190,1205,2016,B73,A,2015_366self,190_A_1205,6/11/16,No,1:00-3:00 PM,30-34 C,Send to ISU,
190,1206,2016,B73,B,2015_366self,190_B_1206,6/11/16,No,1:00-3:00 PM,30-34 C,Send to ISU,
190,1207,2016,B73,C,2015_366self,190_C_1207,6/11/16,No,1:00-3:00 PM,30-34 C,Send to ISU,
190,1208,2016,B73,D,2015_366self,190_D_1208,6/11/16,No,1:00-3:00 PM,30-34 C,Send to ISU,
190,1209,2016,B73,A,2015_366self,190_A_1209,6/16/16,Yes,1:00-2:30 PM,32-34 C,Send to ISU,
190,1210,2016,B73,B,2015_366self,190_B_1210,6/16/16,Yes,1:00-2:30 PM,32-34 C,Send to ISU,
190,1211,2016,B73,C,2015_366self,190_C_1211,6/16/16,Yes,1:00-2:30 PM,32-34 C,Send to ISU,
190,1212,2016,B73,D,2015_366self,190_D_1212,6/16/16,Yes,1:00-2:30 PM,32-34 C,Send to ISU,
190,1213,2016,B73,A,2015_366self,190_A_1213,6/21/16,No,1:00-1:30PM,29-31 C,Send to ISU,
190,1214,2016,B73,B,2015_366self,190_B_1214,6/21/16,No,1:00-1:30PM,29-31 C,Send to ISU,
190,1215,2016,B73,C,2015_366self,190_C_1215,6/21/16,No,1:00-1:30PM,29-31 C,Send to ISU,
190,1216,2016,B73,D,2015_366self,190_D_1216,6/21/16,No,1:00-1:30PM,29-31 C,Send to ISU,
191,1217,2016,Mo17,A,O390,191_A_1217,6/11/16,No,1:00-3:00 PM,30-34 C,,
191,1218,2016,Mo17,B,O390,191_B_1218,6/11/16,No,1:00-3:00 PM,30-34 C,,
191,1219,2016,Mo17,C,O390,191_C_1219,6/11/16,No,1:00-3:00 PM,30-34 C,,
191,1220,2016,Mo17,D,O390,191_D_1220,6/11/16,No,1:00-3:00 PM,30-34 C,,
191,1221,2016,Mo17,A,O390,191_A_1221,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
191,1222,2016,Mo17,B,O390,191_B_1222,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
191,1223,2016,Mo17,C,O390,191_C_1223,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
191,1224,2016,Mo17,D,O390,191_D_1224,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
191,1225,2016,Mo17,A,O390,191_A_1225,6/21/16,No,1:00-1:30PM,29-31 C,,
191,1226,2016,Mo17,B,O390,191_B_1226,6/21/16,No,1:00-1:30PM,29-31 C,,
191,1227,2016,Mo17,C,O390,191_C_1227,6/21/16,No,1:00-1:30PM,29-31 C,,
191,1228,2016,Mo17,D,O390,191_D_1228,6/21/16,No,1:00-1:30PM,29-31 C,,
194,1229,2016,B73,A,2015_370self,194_A_1229,6/11/16,No,1:00-3:00 PM,30-34 C,,
194,1230,2016,B73,B,2015_370self,194_B_1230,6/11/16,No,1:00-3:00 PM,30-34 C,Send to ISU,
194,1231,2016,B73,C,2015_370self,194_C_1231,6/11/16,No,1:00-3:00 PM,30-34 C,Send to ISU,
194,1232,2016,B73,D,2015_370self,194_D_1232,6/11/16,No,1:00-3:00 PM,30-34 C,Send to ISU,
194,1233,2016,B73,A,2015_370self,194_A_1233,6/16/16,Yes,1:00-2:30 PM,32-34 C,Send to ISU,
194,1234,2016,B73,B,2015_370self,194_B_1234,6/16/16,Yes,1:00-2:30 PM,32-34 C,Send to ISU,
194,1235,2016,B73,C,2015_370self,194_C_1235,6/16/16,Yes,1:00-2:30 PM,32-34 C,Send to ISU,
194,1236,2016,B73,D,2015_370self,194_D_1236,6/16/16,Yes,1:00-2:30 PM,32-34 C,Send to ISU,
194,1237,2016,B73,A,2015_370self,194_A_1237,6/21/16,No,1:00-1:30PM,29-31 C,Send to ISU,
194,1238,2016,B73,B,2015_370self,194_B_1238,6/21/16,No,1:00-1:30PM,29-31 C,Send to ISU,
194,1239,2016,B73,C,2015_370self,194_C_1239,6/21/16,No,1:00-1:30PM,29-31 C,Send to ISU,
194,1240,2016,B73,D,2015_370self,194_D_1240,6/21/16,No,1:00-1:30PM,29-31 C,Send to ISU,
195,1241,2016,B73,A,2015_386self,195_A_1241,6/11/16,No,1:00-3:00 PM,30-34 C,,
195,1242,2016,B73,B,2015_386self,195_B_1242,6/11/16,No,1:00-3:00 PM,30-34 C,,
195,1243,2016,B73,C,2015_386self,195_C_1243,6/11/16,No,1:00-3:00 PM,30-34 C,,
195,1244,2016,B73,D,2015_386self,195_D_1244,6/11/16,No,1:00-3:00 PM,30-34 C,,
195,1245,2016,B73,A,2015_386self,195_A_1245,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
195,1246,2016,B73,B,2015_386self,195_B_1246,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
195,1247,2016,B73,C,2015_386self,195_C_1247,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
195,1248,2016,B73,D,2015_386self,195_D_1248,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
195,1249,2016,B73,A,2015_386self,195_A_1249,6/21/16,No,1:00-1:30PM,29-31 C,,
195,1250,2016,B73,B,2015_386self,195_B_1250,6/21/16,No,1:00-1:30PM,29-31 C,,
195,1251,2016,B73,C,2015_386self,195_C_1251,6/21/16,No,1:00-1:30PM,29-31 C,,
195,1252,2016,B73,D,2015_386self,195_D_1252,6/21/16,No,1:00-1:30PM,29-31 C,,
200,1253,2016,PH207xMo007,A,2015_5x6,200_A_1253,6/11/16,No,1:00-3:00 PM,30-34 C,,
200,1254,2016,PH207xMo007,B,2015_5x6,200_B_1254,6/11/16,No,1:00-3:00 PM,30-34 C,,
200,1255,2016,PH207xMo007,C,2015_5x6,200_C_1255,6/11/16,No,1:00-3:00 PM,30-34 C,,
200,1256,2016,PH207xMo007,D,2015_5x6,200_D_1256,6/11/16,No,1:00-3:00 PM,30-34 C,,
200,1257,2016,PH207xMo007,A,2015_5x6,200_A_1257,6/16/16,Yes,1:00-2:30 PM,32-34 C,200 is really PH207 x Mo012 (202),
200,1258,2016,PH207xMo007,B,2015_5x6,200_B_1258,6/16/16,Yes,1:00-2:30 PM,32-34 C,200 is really PH207 x Mo012 (202),
200,1259,2016,PH207xMo007,C,2015_5x6,200_C_1259,6/16/16,Yes,1:00-2:30 PM,32-34 C,200 is really PH207 x Mo012 (202),
200,1260,2016,PH207xMo007,D,2015_5x6,200_D_1260,6/16/16,Yes,1:00-2:30 PM,32-34 C,200 is really PH207 x Mo012 (202),
200,1261,2016,PH207xMo007,A,2015_5x6,200_A_1261,6/21/16,No,1:00-1:30PM,29-31 C,,
200,1262,2016,PH207xMo007,B,2015_5x6,200_B_1262,6/21/16,No,1:00-1:30PM,29-31 C,,
200,1263,2016,PH207xMo007,C,2015_5x6,200_C_1263,6/21/16,No,1:00-1:30PM,29-31 C,,
200,1264,2016,PH207xMo007,D,2015_5x6,200_D_1264,6/21/16,No,1:00-1:30PM,29-31 C,,
201,1265,2016,PH207xMo010,A,2015_9x10,201_A_1265,6/11/16,No,1:00-3:00 PM,30-34 C,,
201,1266,2016,PH207xMo010,B,2015_9x10,201_B_1266,6/11/16,No,1:00-3:00 PM,30-34 C,,
201,1267,2016,PH207xMo010,C,2015_9x10,201_C_1267,6/11/16,No,1:00-3:00 PM,30-34 C,,
